"Alias","TotalInProgressDuration","TotalIdleDuration","OverallDuration","TotalQueuedDuration","TotalDataReplicationWaitDuration","TotalSuspendedDuration","SourceProviderDuration","DestinationProviderDuration","RelinquishedDurationInTicks","TotalStalledDueToCIInTicks","TotalStalledDueToHAInTicks","TotalStalledDueToTargetCpuInTicks","TotalStalledDueToSourceCpuInTicks","TotalStalledDueToMailboxLockedDurationInTicks","TotalStalledDueToSourceProxyUnknownInTicks","TotalStalledDueToTargetProxyUnknownInTicks","SourceLatencySampleCount","AverageSourceLatency","TotalNumberOfSourceSideRemoteCalls","DestinationLatencySampleCount","AverageDestinationLatency","TotalNumberOfDestinationSideRemoteCalls","WordBreaking_TotalTimeProcessingMessagesInTicks","TotalTransientFailureDurationInTicks","TotalInProgressDurationInTicks","MailboxSizeInMB","TransferredMailboxSizeInMB","PerMoveRate","BytesTransferredInMB","PerMoveTransferRate"
"aby05","08:08:49.4169162","04:50:17.0483159","2.20:24:28.2269364","07:14:40.3113494",,"2.00:45:10.7906982","00:13:37.7369113","07:17:55.7475701","153477079726",,,"0","0","0","0","0","0","0","0","0","0","0","18134964035","0","293294169162","4987,15605735779","4737,7982544899","581,534701657938","5081,54895877838","623,727921488196"
"exa09","00:22:05.2219871","00:23:58.9873240","2.20:32:11.1342013","02:25:07.1020742",,"2.17:23:18.0733514","00:00:31.9836626","00:19:05.9740388","13007367886",,,"0","0","0","0","0","0","0","0","0","0","0","969840144","0","13252219871","208,131513595581","197,724937915802","537,124937124345","229,469248771667","623,359183306145"
"kon05","03:13:56.0250283","02:17:16.7838026","2.20:23:42.2737210","11:27:07.4528090",,"2.03:40:12.5925588","00:05:50.6460467","02:52:07.6679850","73462033249",,,"0","0","0","0","0","0","0","0","0","0","0","6135820363","0","116360250283","1876,99379634857","1783,14410653114","551,676261257575","1910,91400527954","591,206223970403"
"tag03","00:14:34.2678194","00:26:41.4562774","2.20:22:18.8360316","10:58:07.8396792",,"2.08:45:15.5381698","00:00:25.8859329","00:11:35.3828353","14611903632",,,"0","0","0","0","0","0","0","0","0","0","0","335044860","0","8742678194","137,954498291016","131,056773376465","539,656583126973","143,175742149353","589,559240658551"
"mjm07","01:49:56.2780615","01:45:17.9840848","2.20:35:16.6502197","01:02:48.7164374",,"2.16:08:02.1104967","00:03:32.6199109","01:35:01.9455503","56695452241",,,"1637815912","0","0","0","0","0","0","0","0","0","0","5053229733","0","65962780615","1016,05756092072","965,25468287468","526,799632451917","1076,45902061462","587,490769503948"
"kjo05","08:04:30.3791178","05:01:12.5885122","2.20:23:30.1018130","08:47:17.6867093",,"1.23:05:32.6997201","00:13:30.4027683","07:13:31.8476047","159693362658",,,"0","0","0","0","0","0","0","0","0","0","0","16610167069","0","290703791178","4510,36617946625","4284,84787049293","530,624395067812","4705,92383861542","582,769345744177"
"nes05","10:54:12.8462728","07:27:54.8463398","2.20:48:47.1832131","00:07:21.8893442",,"2.03:01:43.7438160","00:17:34.6293178","09:50:58.7021470","243287037801",,,"1178283835","0","0","0","0","0","0","0","0","0","0","27173184800","0","392528462728","5949,83289813995","5652,34125323296","518,393707559978","6320,60818576813","579,682535901419"
"ath05","00:42:11.3834563","00:42:53.6932466","2.20:40:18.0571110","00:00:07.0121701",,"2.19:18:25.6350829","00:00:57.2556813","00:37:29.3488650","23740264017",,,"648776672","0","0","0","0","0","0","0","0","0","0","2240222356","0","25313834563","371,380229949951","352,811218452454","501,749501154324","404,84476852417","575,748870863398"
"GEMGBGR1Nattrangering","00:22:11.5501601","00:28:50.3469977","2.20:18:35.7105573","12:18:28.6157084",,"2.07:11:00.4947749","00:00:34.3175939","00:19:34.3920589","16150499139",,,"0","0","0","0","0","0","0","0","0","0","0","1032418119","0","13315501601","191,187050819397","181,627698278427","491,0515077804","211,096807479858","570,724655893112"
"EAL05","01:09:01.0087512","01:16:06.8068055","2.20:37:00.5566879","00:29:57.0246949",,"2.17:47:24.8889583","00:01:44.7688802","01:01:20.8191451","42376342835",,,"1093439611","0","0","0","0","0","0","0","0","0","0","3600622595","0","41410087512","579,233665466309","550,271982192993","478,380813689592","631,26476764679","548,792166370064"
"asm05","00:11:42.4608176","01:15:55.1992187","2.20:25:39.1489639","2.14:26:39.7929018",,"04:33:17.2139463","00:00:29.4568963","00:09:09.3282986","44396812982",,,"0","0","0","0","0","0","0","0","0","0","0","1975199433","0","7024608176","1549,26735115051","433,794858322144","2223,12967617928","92,2945461273193","472,994874210262"
"gemhstl1halmstad","00:47:15.9906526","00:37:29.7702502","2.20:18:04.8042301","11:53:28.5499563",,"2.07:03:15.4625212","00:00:49.7728022","00:42:39.7844435","20448011000",,,"0","0","0","0","0","0","0","0","0","0","0","1952646995","0","28359906526","318,576345443726","302,647528171539","384,180074930315","372,443751335144","472,77923979661"
"pen05","00:04:48.5289489","00:08:24.0148621","2.20:42:00.8698398","00:00:06.1043233",,"2.20:29:21.4331316","00:00:08.2515466","00:03:49.5206814","4648034360",,,"140184331","0","0","0","0","0","0","0","0","0","0","150793255","0","2885289489","33,6176557540894","31,9367729663849","398,477806533144","36,8251810073853","459,470885441495"
"GEMHSTL1OrderhanteringKol","00:06:18.0947340","00:16:11.7051759","2.20:19:14.5856379","11:32:36.1566437",,"2.08:25:11.7074785","00:00:12.3046895","00:05:02.5576905","9086267817",,,"0","0","0","0","0","0","0","0","0","0","0","231206744","0","3780947340","40,6160230636597","38,5852219104767","367,38622992225","46,6246709823608","443,93322742363"
"GEMHSTL1Lagerkontor","03:22:41.5425744","01:25:08.9938526","2.20:15:02.4600880","13:54:10.3003775",,"2.01:46:06.4235716","00:04:27.6942394","03:04:08.0519911","43241935645",,,"0","0","0","0","0","0","0","0","0","0","0","5848322796","0","121615425744","1399,84740924835","1329,85503878593","393,657145904089","1487,8379573822","440,42247221588"
"mht05","00:04:06.2757318","00:07:44.7651778","2.20:42:01.1510859","00:00:08.2620385",,"2.20:31:25.4207934","00:00:06.6141841","00:02:21.1155253","3811925222",,,"93143671","0","0","0","0","0","0","0","0","0","0","119914222","0","2462757318","20,244439125061","19,232217168808","281,131970664227","22,367546081543","326,96346207164"
"gdf01","02:11:05.4391741","01:07:04.5086265","17:32:06.5468125","14:20:20.5376820",,"00:00:00","00:02:12.9876941","02:01:36.5095034","-1789850309339",,,"0","0","0","0","0","0","0","0","0","0","0","3663938926","0","78654391741","531,665365219116","505,08209695816","231,175336659753","605,203698158264","277,000847014884"
"lunchrummet04","00:03:48.4067572","01:21:34.2760249","2.20:17:12.2884926","2.11:35:11.0363797",,"07:18:31.7725744","00:00:04.6744752","00:01:48.8765537","47810727813",,,"0","0","0","0","0","0","0","0","0","0","0","223454833","0","2284067572","13,064151763916","12,4109441757202","195,613297873977","15,2973861694336","241,107535018062"
"gemhstl1anmalan","00:06:24.0318354","00:12:16.3142129","2.20:17:16.2103835","13:06:48.9656830",,"2.06:52:53.3986865","00:00:06.8397742","00:05:08.5446212","6698141786",,,"0","0","0","0","0","0","0","0","0","0","0","176612603","0","3840318354","16,5270652770996","15,7007120132446","147,181973048687","23,8254060745239","223,344665628953"
"ivfdf05","00:22:01.4405311","00:12:12.7359808","2.20:14:18.0849985","13:48:59.6117497",,"2.05:53:22.2035007","00:00:09.9376150","00:19:25.1133810","5948292170",,,"0","0","0","0","0","0","0","0","0","0","0","747186561","0","13214405311","48,4917669296265","46,0671785831451","125,500799314269","63,7523002624512","173,680370431635"
"res-nrkl1-konferensr","02:23:07.1636421","01:42:17.6195607","2.20:43:48.7294588","00:00:05.2213573",,"2.16:41:58.8689046","00:01:22.9548899","00:27:27.6468993","59174755548",,,"1305181523","0","0","0","0","0","0","0","0","0","0","5686875048","0","85871636421","234,664306640625","222,931091308594","93,4594893215139","372,749183654785","156,267787256126"
"res-hstl1-rullpallen","02:31:17.2809773","01:31:26.7383703","2.20:44:26.9326559","00:00:04.9812468",,"2.16:46:10.5146164","00:01:18.2332466","00:23:08.8231930","52141558154",,,"1506255255","0","0","0","0","0","0","0","0","0","0","4629461836","0","90772809773","247,054148674011","234,701441240311","93,0813082219295","376,845275878906","149,454775781061"
"gemhstl1bk_arrival","00:55:07.6635483","00:16:17.4396409","2.20:17:52.7417019","12:26:57.1167782",,"2.06:40:38.7877256","00:00:22.9274302","00:53:22.4200275","9091736498",,,"0","0","0","0","0","0","0","0","0","0","0","2206766381","0","33076635483","40,0539417266846","38,0512446403503","41,4142728560362","125,505056381226","136,597388571951"
"res-vstl1-paprika","02:29:48.6880821","01:24:07.1502802","2.20:43:48.1669425","00:00:06.1111406",,"2.16:53:21.8801301","00:01:08.4091864","00:20:10.7808003","48314875897",,,"471904027","0","0","0","0","0","0","0","0","0","0","4168792893","0","89886880821","219,376049041748","208,407246589661","83,467807634448","334,378364562988","133,919666744685"
"res-hst-trucken","02:41:15.2517011","02:10:20.0018116","2.20:43:51.3700799","00:00:01.7175259",,"2.15:55:48.7535558","00:01:45.5298515","00:32:14.6014359","76056472971",,,"1249089935","0","0","0","0","0","0","0","0","0","0","6661142030","0","96752517011","206,652558326721","196,319930410385","73,0473760591711","346,279692649841","128,84490575038"
"res-hstl1-litet","02:46:45.5370495","02:10:22.5451593","2.20:44:17.8388788","00:00:01.6195243",,"2.15:51:58.2218293","00:01:29.2791996","00:36:16.1340236","75324604757",,,"1133598856","0","0","0","0","0","0","0","0","0","0","7387123224","0","100055370495","172,929616928101","164,283136081696","59,1091999328171","358,07865524292","128,836978214871"
"res-nrkl1-rodarummet","02:30:35.1116706","01:24:16.4659977","2.20:44:26.5732763","00:00:03.3225610",,"2.16:53:20.3489209","00:01:04.9892812","00:21:39.0996064","48277901238",,,"555479854","0","0","0","0","0","0","0","0","0","0","4489385350","0","90351116706","203,802695274353","193,612560510635","77,144062325906","322,224049568176","128,388737265978"
"GEMGBGCGgoteborgmartinolssoncasharse","00:06:42.3133779","00:10:11.8138999","2.20:16:21.4758820","13:33:37.6097692",,"2.06:26:40.5827948","00:00:05.1422895","00:05:39.7151462","5609699401",,,"0","0","0","0","0","0","0","0","0","0","0","276102282","0","4023133779","6,69922542572021","6,3642641544342","56,9490159028667","13,4823942184448","120,643811149789"
"gemserveraskolan","00:09:15.9541965","00:14:46.2055130","2.20:14:10.1787272","15:11:08.7629825",,"2.04:40:17.8346817","00:00:06.5405722","00:07:41.6636213","8076268665",,,"0","0","0","0","0","0","0","0","0","0","0","287794038","0","5559541965","13,4398241043091","12,7678328990936","82,6762325495587","18,0062770843506","116,597010890019"
"res-jnks1-videokonf","01:45:55.1464700","00:34:43.7490956","2.20:44:27.7451520","00:00:02.9475765",,"2.18:26:24.3782560","00:00:33.4299927","00:05:25.7342586","19252728495",,,"12971357","0","0","0","0","0","0","0","0","0","0","953518636","0","63551464700","165,823621749878","157,532440662384","89,2374061025509","200,140568733215","113,373633611874"
"res-mlml1-videokonf","01:43:27.8304311","00:38:50.5356104","2.20:44:21.1982683","00:00:02.6351092",,"2.18:25:47.1439255","00:00:28.4763638","00:05:17.5285459","21035888025",,,"61731097","0","0","0","0","0","0","0","0","0","0","986637266","0","62078304311","145,250441551209","137,987919473648","80,0209534745797","182,987981796265","106,117063244239"
"orderkontoret.norrkoping","00:05:40.3289459","00:10:11.0170710","2.20:15:22.7726302","13:40:19.8137490",,"2.06:21:31.1915104","00:00:03.5158260","00:03:10.8435382","4714384249",,,"0","0","0","0","0","0","0","0","0","0","0","40175320","0","3403289459","8,57529926300049","8,14653429985046","86,1740496445432","9,95881175994873","105,344322802181"
"res-lull1-videokon","01:34:29.2864566","00:42:07.5769097","2.20:44:19.4482655","00:00:01.9632617",,"2.18:30:39.8476753","00:00:23.3060717","00:03:57.2764348","23483508719",,,"12971357","0","0","0","0","0","0","0","0","0","0","680599126","0","56692864566","121,489461898804","115,414988803864","73,2885810012659","149,411742210388","94,8765380043925"
"GEMHSTL1Franvaromartinserverase","00:16:29.3765354","00:10:53.5802011","2.20:18:04.4761096","12:39:05.1964715",,"2.07:11:20.0260645","00:00:06.3507135","00:16:28.5574164","6698770382",,,"0","0","0","0","0","0","0","0","0","0","0","591982750","0","9893765354","3,1902904510498","3,03077592849731","11,0279483616206","25,0864925384521","91,2810946157272"
"gemgbgs1goteborg","00:05:10.7662556","00:13:10.3920452","2.20:14:03.8505748","14:46:28.7285399",,"2.05:11:15.4947902","00:00:03.9580788","00:02:56.8757871","6688609891",,,"0","0","0","0","0","0","0","0","0","0","0","21590976","0","3107662556","6,45199203491211","6,1293924331665","71,0045327051249","7,77430629730225","90,059657913155"
"dfavd05","00:01:38.7970647","00:08:52.4856002","2.20:19:32.0856783","11:42:53.3923388",,"2.08:27:03.7702262","00:00:03.1836262","00:00:36.8741870","4761260486",,,"0","0","0","0","0","0","0","0","0","0","0","4839397","0","987970647","2,08710098266602","1,98274593353271","72,2479496976166","2,44413566589355","89,0602208065074"
"res-hstl1-driftkonf2","02:57:55.0829736","01:38:49.7739243","2.20:43:48.8075715","00:08:25.9324502",,"2.16:01:32.6293076","00:01:01.8739625","00:23:10.8250690","57551628401",,,"737188919","0","0","0","0","0","0","0","0","0","0","4625431814","0","106750829736","136,345488548279","129,528214120865","43,6813064580669","238,940432548523","80,5788169798739"
